STATIONS_ID;MESS_DATUM;QN_592;ATMO_LBERG;FD_LBERG;FG_LBERG;SD_LBERG;ZENIT;MESS_DATUM_WOZ;eor
        853;2022011817:19;    1;   -999;    0.0;    0.0;   0;   101.15;2022011818:00;eor
        853;2022011818:19;    1;   -999;    0.0;    0.0;   0;   110.36;2022011819:00;eor
        853;2022011819:19;    1;   -999;    0.0;    0.0;   0;   119.81;2022011820:00;eor
        853;2022011820:19;    1;   -999;    0.0;    0.0;   0;   129.12;2022011821:00;eor
        853;2022011821:19;    1;   -999;    0.0;    0.0;   0;   137.75;2022011822:00;eor
        853;2022011822:19;    1;   -999;    0.0;    0.0;   0;   144.84;2022011823:00;eor
        853;2022011823:19;    1;   -999;    0.0;    0.0;   0;   149.03;2022011900:00;eor
        853;2022011900:19;    1;   -999;    0.0;    0.0;   0;   149.02;2022011901:00;eor
        853;2022011901:19;    1;   -999;    0.0;    0.0;   0;   144.81;2022011902:00;eor
        853;2022011902:19;    1;   -999;    0.0;    0.0;   0;   137.72;2022011903:00;eor
        853;2022011903:19;    1;   -999;    0.0;    0.0;   0;   129.07;2022011904:00;eor
        853;2022011904:19;    1;   -999;    0.0;    0.0;   0;   119.75;2022011905:00;eor
        853;2022011905:19;    1;   -999;    0.0;    0.0;   0;   110.29;2022011906:00;eor
        853;2022011906:19;    1;   -999;    0.0;    0.0;   0;   101.06;2022011907:00;eor
        853;2022011907:19;    1;   -999;    1.0;    1.0;   0;    92.42;2022011908:00;eor
        853;2022011908:19;    1;   -999;   10.0;   19.0;  32;    84.73;2022011909:00;eor
        853;2022011909:19;    1;   -999;   36.0;   40.0;  21;    78.38;2022011910:00;eor
        853;2022011910:19;    1;   -999;   40.0;   54.0;   8;    73.80;2022011911:00;eor
        853;2022011911:19;    1;   -999;   18.0;  118.0;  58;    71.39;2022011912:00;eor
        853;2022011912:19;    1;   -999;   17.0;  118.0;  60;    71.38;2022011913:00;eor
        853;2022011913:19;    1;   -999;   15.0;   99.0;  60;    73.77;2022011914:00;eor
        853;2022011914:19;    1;   -999;   14.0;   66.0;  60;    78.34;2022011915:00;eor
        853;2022011915:19;    1;   -999;   12.0;   27.0;  60;    84.67;2022011916:00;eor
        853;2022011916:19;    1;   -999;    1.0;    1.0;   8;    92.36;2022011917:00;eor
        853;2022011917:19;    1;   -999;    0.0;    0.0;   0;   100.99;2022011918:00;eor
        853;2022011918:19;    1;   -999;    0.0;    0.0;   0;   110.20;2022011919:00;eor
        853;2022011919:19;    1;   -999;    0.0;    0.0;   0;   119.65;2022011920:00;eor
        853;2022011920:19;    1;   -999;    0.0;    0.0;   0;   128.96;2022011921:00;eor
        853;2022011921:19;    1;   -999;    0.0;    0.0;   0;   137.58;2022011922:00;eor
        853;2022011922:19;    1;   -999;    0.0;    0.0;   0;   144.64;2022011923:00;eor
        853;2022011923:19;    1;   -999;    0.0;    0.0;   0;   148.82;2022012000:00;eor
        853;2022012000:19;    1;   -999;    0.0;    0.0;   0;   148.81;2022012001:00;eor
        853;2022012001:19;    1;   -999;    0.0;    0.0;   0;   144.62;2022012002:00;eor
        853;2022012002:19;    1;   -999;    0.0;    0.0;   0;   137.54;2022012003:00;eor
        853;2022012003:19;    1;   -999;    0.0;    0.0;   0;   128.91;2022012004:00;eor
        853;2022012004:19;    1;   -999;    0.0;    0.0;   0;   119.59;2022012005:00;eor
        853;2022012005:19;    1;   -999;    0.0;    0.0;   0;   110.13;2022012006:00;eor
        853;2022012006:19;    1;   -999;    0.0;    0.0;   0;   100.90;2022012007:00;eor
        853;2022012007:19;    1;   -999;    0.0;    0.0;   0;    92.25;2022012008:00;eor
        853;2022012008:19;    1;   -999;    5.0;    6.0;   0;    84.54;2022012009:00;eor
        853;2022012009:19;    1;   -999;   22.0;   22.0;   0;    78.18;2022012010:00;eor
        853;2022012010:19;    1;   -999;   29.0;   70.0;  23;    73.59;2022012011:00;eor
        853;2022012011:19;    1;   -999;   44.0;  113.0;  57;    71.17;2022012012:00;eor
        853;2022012012:19;    1;   -999;   39.0;   64.0;  24;    71.16;2022012013:00;eor
        853;2022012013:19;    1;   -999;   43.0;   86.0;  41;    73.57;2022012014:00;eor
        853;2022012014:19;    1;   -999;   25.0;   25.0;   9;    78.14;2022012015:00;eor
        853;2022012015:19;    1;   -999;   14.0;   14.0;   0;    84.49;2022012016:00;eor
        853;2022012016:19;    1;   -999;    2.0;    2.0;   0;    92.18;2022012017:00;eor
        853;2022012017:19;    1;   -999;    0.0;    0.0;   0;   100.82;2022012018:00;eor
        853;2022012018:19;    1;   -999;    0.0;    0.0;   0;   110.04;2022012019:00;eor
        853;2022012019:19;    1;   -999;    0.0;    0.0;   0;   119.49;2022012020:00;eor
        853;2022012020:19;    1;   -999;    0.0;    0.0;   0;   128.80;2022012021:00;eor
        853;2022012021:19;    1;   -999;    0.0;    0.0;   0;   137.40;2022012022:00;eor
        853;2022012022:19;    1;   -999;    0.0;    0.0;   0;   144.45;2022012023:00;eor
        853;2022012023:19;    1;   -999;    0.0;    0.0;   0;   148.61;2022012100:00;eor
        853;2022012100:19;    1;   -999;    0.0;    0.0;   0;   148.60;2022012101:00;eor
        853;2022012101:19;    1;   -999;    0.0;    0.0;   0;   144.42;2022012102:00;eor
        853;2022012102:19;    1;   -999;    0.0;    0.0;   0;   137.36;2022012103:00;eor
        853;2022012103:19;    1;   -999;    0.0;    0.0;   0;   128.74;2022012104:00;eor
        853;2022012104:19;    1;   -999;    0.0;    0.0;   0;   119.43;2022012105:00;eor
        853;2022012105:19;    1;   -999;    0.0;    0.0;   0;   109.96;2022012106:00;eor
        853;2022012106:19;    1;   -999;    0.0;    0.0;   0;   100.73;2022012107:00;eor
        853;2022012107:19;    1;   -999;    2.0;    2.0;   0;    92.07;2022012108:00;eor
        853;2022012108:19;    1;   -999;   17.0;   22.0;  22;    84.35;2022012109:00;eor
        853;2022012109:19;    1;   -999;   34.0;   39.0;  11;    77.98;2022012110:00;eor
        853;2022012110:19;    1;   -999;   33.0;   33.0;   0;    73.38;2022012111:00;eor
        853;2022012111:19;    1;   -999;   36.0;   36.0;   0;    70.95;2022012112:00;eor
        853;2022012112:19;    1;   -999;   46.0;   73.0;  13;    70.94;2022012113:00;eor
        853;2022012113:19;    1;   -999;   48.0;  109.0;  53;    73.35;2022012114:00;eor
        853;2022012114:19;    1;   -999;   32.0;   74.0;  57;    77.93;2022012115:00;eor
        853;2022012115:19;    1;   -999;   12.0;   29.0;  59;    84.30;2022012116:00;eor
        853;2022012116:19;    1;   -999;    2.0;    2.0;  23;    92.00;2022012117:00;eor
        853;2022012117:19;    1;   -999;    0.0;    0.0;   0;   100.65;2022012118:00;eor
        853;2022012118:19;    1;   -999;    0.0;    0.0;   0;   109.87;2022012119:00;eor
        853;2022012119:19;    1;   -999;    0.0;    0.0;   0;   119.33;2022012120:00;eor
        853;2022012120:19;    1;   -999;    0.0;    0.0;   0;   128.63;2022012121:00;eor
        853;2022012121:19;    1;   -999;    0.0;    0.0;   0;   137.22;2022012122:00;eor
        853;2022012122:19;    1;   -999;    0.0;    0.0;   0;   144.24;2022012123:00;eor
        853;2022012123:19;    1;   -999;    0.0;    0.0;   0;   148.39;2022012200:00;eor
        853;2022012200:19;    1;   -999;    0.0;    0.0;   0;   148.38;2022012201:00;eor
        853;2022012201:19;    1;   -999;    0.0;    0.0;   0;   144.22;2022012202:00;eor
        853;2022012202:19;    1;   -999;    0.0;    0.0;   0;   137.18;2022012203:00;eor
        853;2022012203:20;    1;   -999;    0.0;    0.0;   0;   128.57;2022012204:00;eor
        853;2022012204:20;    1;   -999;    0.0;    0.0;   0;   119.26;2022012205:00;eor
        853;2022012205:20;    1;   -999;    0.0;    0.0;   0;   109.79;2022012206:00;eor
        853;2022012206:20;    1;   -999;    0.0;    0.0;   0;   100.55;2022012207:00;eor
        853;2022012207:20;    1;   -999;    3.0;    3.0;   0;    91.89;2022012208:00;eor
        853;2022012208:20;    1;   -999;   11.0;   11.0;   0;    84.16;2022012209:00;eor
        853;2022012209:20;    1;   -999;   18.0;   18.0;   0;    77.77;2022012210:00;eor
        853;2022012210:20;    1;   -999;   37.0;   37.0;   0;    73.16;2022012211:00;eor
        853;2022012211:20;    1;   -999;   45.0;   45.0;   0;    70.72;2022012212:00;eor
        853;2022012212:20;    1;   -999;   65.0;   68.0;   3;    70.72;2022012213:00;eor
        853;2022012213:20;    1;   -999;   45.0;   45.0;   3;    73.13;2022012214:00;eor
        853;2022012214:20;    1;   -999;   28.0;   28.0;   0;    77.73;2022012215:00;eor
        853;2022012215:20;    1;   -999;   17.0;   17.0;   0;    84.10;2022012216:00;eor
        853;2022012216:20;    1;   -999;    3.0;    4.0;   0;    91.82;2022012217:00;eor
        853;2022012217:20;    1;   -999;    0.0;    0.0;   0;   100.47;2022012218:00;eor
        853;2022012218:20;    1;   -999;    0.0;    0.0;   0;   109.70;2022012219:00;eor
        853;2022012219:20;    1;   -999;    0.0;    0.0;   0;   119.16;2022012220:00;eor
        853;2022012220:20;    1;   -999;    0.0;    0.0;   0;   128.45;2022012221:00;eor
        853;2022012221:20;    1;   -999;    0.0;    0.0;   0;   137.03;2022012222:00;eor
        853;2022012222:20;    1;   -999;    0.0;    0.0;   0;   144.03;2022012223:00;eor
        853;2022012223:20;    1;   -999;    0.0;    0.0;   0;   148.16;2022012300:00;eor
        853;2022012300:20;    1;   -999;    0.0;    0.0;   0;   148.15;2022012301:00;eor
        853;2022012301:20;    1;   -999;    0.0;    0.0;   0;   144.01;2022012302:00;eor
        853;2022012302:20;    1;   -999;    0.0;    0.0;   0;   136.99;2022012303:00;eor
        853;2022012303:20;    1;   -999;    0.0;    0.0;   0;   128.40;2022012304:00;eor
        853;2022012304:20;    1;   -999;    0.0;    0.0;   0;   119.09;2022012305:00;eor
        853;2022012305:20;    1;   -999;    0.0;    0.0;   0;   109.62;2022012306:00;eor
        853;2022012306:20;    1;   -999;    0.0;    0.0;   0;   100.37;2022012307:00;eor
        853;2022012307:20;    1;   -999;    0.0;    0.0;   0;    91.70;2022012308:00;eor
        853;2022012308:20;    1;   -999;    5.0;    6.0;   0;    83.96;2022012309:00;eor
        853;2022012309:20;    1;   -999;   18.0;   18.0;   0;    77.56;2022012310:00;eor
        853;2022012310:20;    1;   -999;   29.0;   29.0;   0;    72.93;2022012311:00;eor
        853;2022012311:20;    1;   -999;   30.0;   30.0;   0;    70.49;2022012312:00;eor
        853;2022012312:20;    1;   -999;   15.0;   15.0;   0;    70.48;2022012313:00;eor
        853;2022012313:20;    1;   -999;   20.0;   20.0;   0;    72.91;2022012314:00;eor
        853;2022012314:20;    1;   -999;    8.0;    9.0;   0;    77.51;2022012315:00;eor
        853;2022012315:20;    1;   -999;    3.0;    3.0;   0;    83.90;2022012316:00;eor
        853;2022012316:20;    1;   -999;    0.0;    1.0;   0;    91.63;2022012317:00;eor
        853;2022012317:20;    1;   -999;    0.0;    0.0;   0;   100.29;2022012318:00;eor
        853;2022012318:20;    1;   -999;    0.0;    0.0;   0;   109.53;2022012319:00;eor
        853;2022012319:20;    1;   -999;    0.0;    0.0;   0;   118.98;2022012320:00;eor
        853;2022012320:20;    1;   -999;    0.0;    0.0;   0;   128.27;2022012321:00;eor
        853;2022012321:20;    1;   -999;    0.0;    0.0;   0;   136.83;2022012322:00;eor
        853;2022012322:20;    1;   -999;    0.0;    0.0;   0;   143.82;2022012323:00;eor
        853;2022012323:20;    1;   -999;    0.0;    0.0;   0;   147.93;2022012400:00;eor
        853;2022012400:20;    1;   -999;    0.0;    0.0;   0;   147.92;2022012401:00;eor
        853;2022012401:20;    1;   -999;    0.0;    0.0;   0;   143.79;2022012402:00;eor
        853;2022012402:20;    1;   -999;    0.0;    0.0;   0;   136.79;2022012403:00;eor
        853;2022012403:20;    1;   -999;    0.0;    0.0;   0;   128.21;2022012404:00;eor
        853;2022012404:20;    1;   -999;    0.0;    0.0;   0;   118.92;2022012405:00;eor
        853;2022012405:20;    1;   -999;    0.0;    0.0;   0;   109.44;2022012406:00;eor
        853;2022012406:20;    1;   -999;    0.0;    0.0;   0;   100.19;2022012407:00;eor
        853;2022012407:20;    1;   -999;    1.0;    1.0;   0;    91.50;2022012408:00;eor
        853;2022012408:20;    1;   -999;   11.0;   11.0;   0;    83.75;2022012409:00;eor
        853;2022012409:20;    1;   -999;   24.0;   24.0;   0;    77.34;2022012410:00;eor
        853;2022012410:20;    1;   -999;   34.0;   34.0;   0;    72.70;2022012411:00;eor
        853;2022012411:20;    1;   -999;   43.0;   43.0;   0;    70.25;2022012412:00;eor
        853;2022012412:20;    1;   -999;   37.0;   37.0;   0;    70.24;2022012413:00;eor
        853;2022012413:20;    1;   -999;   22.0;   22.0;   0;    72.67;2022012414:00;eor
        853;2022012414:20;    1;   -999;   14.0;   14.0;   0;    77.29;2022012415:00;eor
        853;2022012415:20;    1;   -999;    6.0;    6.0;   0;    83.69;2022012416:00;eor
        853;2022012416:20;    1;   -999;    0.0;    0.0;   0;    91.43;2022012417:00;eor
        853;2022012417:20;    1;   -999;    0.0;    0.0;   0;   100.11;2022012418:00;eor
        853;2022012418:20;    1;   -999;    0.0;    0.0;   0;   109.35;2022012419:00;eor
        853;2022012419:20;    1;   -999;    0.0;    0.0;   0;   118.80;2022012420:00;eor
        853;2022012420:20;    1;   -999;    0.0;    0.0;   0;   128.08;2022012421:00;eor
        853;2022012421:20;    1;   -999;    0.0;    0.0;   0;   136.63;2022012422:00;eor
        853;2022012422:20;    1;   -999;    0.0;    0.0;   0;   143.60;2022012423:00;eor
        853;2022012423:20;    1;   -999;    0.0;    0.0;   0;   147.69;2022012500:00;eor
        853;2022012500:20;    1;   -999;    0.0;    0.0;   0;   147.68;2022012501:00;eor
        853;2022012501:20;    1;   -999;    0.0;    0.0;   0;   143.57;2022012502:00;eor
        853;2022012502:20;    1;   -999;    0.0;    0.0;   0;   136.59;2022012503:00;eor
        853;2022012503:20;    1;   -999;    0.0;    0.0;   0;   128.02;2022012504:00;eor
        853;2022012504:20;    1;   -999;    0.0;    0.0;   0;   118.74;2022012505:00;eor
        853;2022012505:20;    1;   -999;    0.0;    0.0;   0;   109.26;2022012506:00;eor
        853;2022012506:20;    1;   -999;    0.0;    0.0;   0;   100.00;2022012507:00;eor
        853;2022012507:20;    1;   -999;    0.0;    0.0;   0;    91.31;2022012508:00;eor
        853;2022012508:20;    1;   -999;    3.0;    3.0;   0;    83.54;2022012509:00;eor
        853;2022012509:20;    1;   -999;    7.0;    7.0;   0;    77.11;2022012510:00;eor
        853;2022012510:20;    1;   -999;   10.0;   10.0;   0;    72.47;2022012511:00;eor
        853;2022012511:20;    1;   -999;   15.0;   15.0;   0;    70.01;2022012512:00;eor
        853;2022012512:20;    1;   -999;   11.0;   11.0;   0;    70.00;2022012513:00;eor
        853;2022012513:20;    1;   -999;   10.0;   10.0;   0;    72.44;2022012514:00;eor
        853;2022012514:20;    1;   -999;    6.0;    6.0;   0;    77.06;2022012515:00;eor
        853;2022012515:20;    1;   -999;    5.0;    5.0;   0;    83.48;2022012516:00;eor
        853;2022012516:20;    1;   -999;    0.0;    0.0;   0;    91.23;2022012517:00;eor
        853;2022012517:20;    1;   -999;    0.0;    0.0;   0;    99.92;2022012518:00;eor
        853;2022012518:20;    1;   -999;    0.0;    0.0;   0;   109.16;2022012519:00;eor
        853;2022012519:20;    1;   -999;    0.0;    0.0;   0;   118.62;2022012520:00;eor
        853;2022012520:20;    1;   -999;    0.0;    0.0;   0;   127.89;2022012521:00;eor
        853;2022012521:20;    1;   -999;    0.0;    0.0;   0;   136.43;2022012522:00;eor
        853;2022012522:20;    1;   -999;    0.0;    0.0;   0;   143.37;2022012523:00;eor
        853;2022012523:20;    1;   -999;    0.0;    0.0;   0;   147.44;2022012600:00;eor
        853;2022012600:20;    1;   -999;    0.0;    0.0;   0;   147.43;2022012601:00;eor
        853;2022012601:20;    1;   -999;    0.0;    0.0;   0;   143.34;2022012602:00;eor
        853;2022012602:20;    1;   -999;    0.0;    0.0;   0;   136.38;2022012603:00;eor
        853;2022012603:20;    1;   -999;    0.0;    0.0;   0;   127.83;2022012604:00;eor
        853;2022012604:20;    1;   -999;    0.0;    0.0;   0;   118.55;2022012605:00;eor
        853;2022012605:21;    1;   -999;    0.0;    0.0;   0;   109.08;2022012606:00;eor
        853;2022012606:21;    1;   -999;    0.0;    0.0;   0;    99.81;2022012607:00;eor
        853;2022012607:21;    1;   -999;    1.0;    1.0;   0;    91.10;2022012608:00;eor
        853;2022012608:21;    1;   -999;    8.0;    9.0;   0;    83.32;2022012609:00;eor
        853;2022012609:21;    1;   -999;   20.0;   20.0;   0;    76.88;2022012610:00;eor
        853;2022012610:21;    1;   -999;   22.0;   22.0;   0;    72.22;2022012611:00;eor
        853;2022012611:21;    1;   -999;   21.0;   21.0;   0;    69.76;2022012612:00;eor
        853;2022012612:21;    1;   -999;   15.0;   15.0;   0;    69.75;2022012613:00;eor
        853;2022012613:21;    1;   -999;    9.0;    9.0;   0;    72.19;2022012614:00;eor
        853;2022012614:21;    1;   -999;    5.0;    6.0;   0;    76.83;2022012615:00;eor
        853;2022012615:21;    1;   -999;    2.0;    2.0;   0;    83.26;2022012616:00;eor
        853;2022012616:21;    1;   -999;    0.0;    0.0;   0;    91.03;2022012617:00;eor
        853;2022012617:21;    1;   -999;    0.0;    0.0;   0;    99.72;2022012618:00;eor
        853;2022012618:21;    1;   -999;    0.0;    0.0;   0;   108.97;2022012619:00;eor
        853;2022012619:21;    1;   -999;    0.0;    0.0;   0;   118.43;2022012620:00;eor
        853;2022012620:21;    1;   -999;    0.0;    0.0;   0;   127.70;2022012621:00;eor
        853;2022012621:21;    1;   -999;    0.0;    0.0;   0;   136.22;2022012622:00;eor
        853;2022012622:21;    1;   -999;    0.0;    0.0;   0;   143.14;2022012623:00;eor
        853;2022012623:21;    1;   -999;    0.0;    0.0;   0;   147.19;2022012700:00;eor
        853;2022012700:21;    1;   -999;    0.0;    0.0;   0;   147.18;2022012701:00;eor
        853;2022012701:21;    1;   -999;    0.0;    0.0;   0;   143.11;2022012702:00;eor
        853;2022012702:21;    1;   -999;    0.0;    0.0;   0;   136.17;2022012703:00;eor
        853;2022012703:21;    1;   -999;    0.0;    0.0;   0;   127.64;2022012704:00;eor
        853;2022012704:21;    1;   -999;    0.0;    0.0;   0;   118.36;2022012705:00;eor
        853;2022012705:21;    1;   -999;    0.0;    0.0;   0;   108.88;2022012706:00;eor
        853;2022012706:21;    1;   -999;    0.0;    0.0;   0;    99.61;2022012707:00;eor
        853;2022012707:21;    1;   -999;    1.0;    1.0;   0;    90.90;2022012708:00;eor
        853;2022012708:21;    1;   -999;   23.0;   27.0;  13;    83.10;2022012709:00;eor
        853;2022012709:21;    1;   -999;   44.0;   63.0;  43;    76.65;2022012710:00;eor
        853;2022012710:21;    1;   -999;   51.0;   57.0;  22;    71.97;2022012711:00;eor
        853;2022012711:21;    1;   -999;   30.0;   30.0;   0;    69.50;2022012712:00;eor
        853;2022012712:21;    1;   -999;   20.0;   20.0;   0;    69.49;2022012713:00;eor
        853;2022012713:21;    1;   -999;   11.0;   11.0;   0;    71.94;2022012714:00;eor
        853;2022012714:21;    1;   -999;   10.0;   10.0;   0;    76.60;2022012715:00;eor
        853;2022012715:21;    1;   -999;    3.0;    3.0;   0;    83.04;2022012716:00;eor
        853;2022012716:21;    1;   -999;    0.0;    0.0;   0;    90.82;2022012717:00;eor
        853;2022012717:21;    1;   -999;    0.0;    0.0;   0;    99.52;2022012718:00;eor
        853;2022012718:21;    1;   -999;    0.0;    0.0;   0;   108.78;2022012719:00;eor
        853;2022012719:21;    1;   -999;    0.0;    0.0;   0;   118.24;2022012720:00;eor
        853;2022012720:21;    1;   -999;    0.0;    0.0;   0;   127.50;2022012721:00;eor
        853;2022012721:21;    1;   -999;    0.0;    0.0;   0;   136.00;2022012722:00;eor
        853;2022012722:21;    1;   -999;    0.0;    0.0;   0;   142.90;2022012723:00;eor
        853;2022012723:21;    1;   -999;    0.0;    0.0;   0;   146.93;2022012800:00;eor
        853;2022012800:21;    1;   -999;    0.0;    0.0;   0;   146.92;2022012801:00;eor
        853;2022012801:21;    1;   -999;    0.0;    0.0;   0;   142.87;2022012802:00;eor
        853;2022012802:21;    1;   -999;    0.0;    0.0;   0;   135.95;2022012803:00;eor
        853;2022012803:21;    1;   -999;    0.0;    0.0;   0;   127.43;2022012804:00;eor
        853;2022012804:21;    1;   -999;    0.0;    0.0;   0;   118.16;2022012805:00;eor
        853;2022012805:21;    1;   -999;    0.0;    0.0;   0;   108.69;2022012806:00;eor
        853;2022012806:21;    1;   -999;    0.0;    0.0;   0;    99.41;2022012807:00;eor
        853;2022012807:21;    1;   -999;    1.0;    1.0;   0;    90.68;2022012808:00;eor
        853;2022012808:21;    1;   -999;    7.0;    7.0;   0;    82.88;2022012809:00;eor
        853;2022012809:21;    1;   -999;   22.0;   22.0;   0;    76.41;2022012810:00;eor
        853;2022012810:21;    1;   -999;   26.0;   26.0;   0;    71.72;2022012811:00;eor
        853;2022012811:21;    1;   -999;   15.0;   15.0;   0;    69.24;2022012812:00;eor
        853;2022012812:21;    1;   -999;   30.0;   30.0;   0;    69.23;2022012813:00;eor
        853;2022012813:21;    1;   -999;   35.0;   35.0;   0;    71.69;2022012814:00;eor
        853;2022012814:21;    1;   -999;   24.0;   24.0;   2;    76.35;2022012815:00;eor
        853;2022012815:21;    1;   -999;   11.0;   11.0;   0;    82.81;2022012816:00;eor
        853;2022012816:21;    1;   -999;    2.0;    2.0;   0;    90.60;2022012817:00;eor
        853;2022012817:21;    1;   -999;    0.0;    0.0;   0;    99.32;2022012818:00;eor
        853;2022012818:21;    1;   -999;    0.0;    0.0;   0;   108.58;2022012819:00;eor
        853;2022012819:21;    1;   -999;    0.0;    0.0;   0;   118.04;2022012820:00;eor
        853;2022012820:21;    1;   -999;    0.0;    0.0;   0;   127.29;2022012821:00;eor
        853;2022012821:21;    1;   -999;    0.0;    0.0;   0;   135.78;2022012822:00;eor
        853;2022012822:21;    1;   -999;    0.0;    0.0;   0;   142.66;2022012823:00;eor
        853;2022012823:21;    1;   -999;    0.0;    0.0;   0;   146.67;2022012900:00;eor
        853;2022012900:21;    1;   -999;    0.0;    0.0;   0;   146.66;2022012901:00;eor
        853;2022012901:21;    1;   -999;    0.0;    0.0;   0;   142.63;2022012902:00;eor
        853;2022012902:21;    1;   -999;    0.0;    0.0;   0;   135.73;2022012903:00;eor
        853;2022012903:21;    1;   -999;    0.0;    0.0;   0;   127.23;2022012904:00;eor
        853;2022012904:21;    1;   -999;    0.0;    0.0;   0;   117.96;2022012905:00;eor
        853;2022012905:21;    1;   -999;    0.0;    0.0;   0;   108.49;2022012906:00;eor
        853;2022012906:21;    1;   -999;    0.0;    0.0;   0;    99.20;2022012907:00;eor
        853;2022012907:21;    1;   -999;    0.0;    1.0;   0;    90.47;2022012908:00;eor
        853;2022012908:21;    1;   -999;    8.0;    8.0;   0;    82.65;2022012909:00;eor
        853;2022012909:21;    1;   -999;   16.0;   16.0;   0;    76.16;2022012910:00;eor
        853;2022012910:21;    1;   -999;   17.0;   17.0;   0;    71.46;2022012911:00;eor
        853;2022012911:21;    1;   -999;   23.0;   23.0;   0;    68.98;2022012912:00;eor
        853;2022012912:21;    1;   -999;   40.0;   40.0;   0;    68.97;2022012913:00;eor
        853;2022012913:21;    1;   -999;   34.0;   34.0;   0;    71.43;2022012914:00;eor
        853;2022012914:21;    1;   -999;   16.0;   16.0;   0;    76.11;2022012915:00;eor
        853;2022012915:21;    1;   -999;    7.0;    8.0;   0;    82.58;2022012916:00;eor
        853;2022012916:21;    1;   -999;    1.0;    1.0;   0;    90.39;2022012917:00;eor
        853;2022012917:21;    1;   -999;    0.0;    0.0;   0;    99.11;2022012918:00;eor
        853;2022012918:21;    1;   -999;    0.0;    0.0;   0;   108.38;2022012919:00;eor
        853;2022012919:21;    1;   -999;    0.0;    0.0;   0;   117.84;2022012920:00;eor
        853;2022012920:21;    1;   -999;    0.0;    0.0;   0;   127.08;2022012921:00;eor
        853;2022012921:21;    1;   -999;    0.0;    0.0;   0;   135.56;2022012922:00;eor
        853;2022012922:21;    1;   -999;    0.0;    0.0;   0;   142.41;2022012923:00;eor
        853;2022012923:21;    1;   -999;    0.0;    0.0;   0;   146.41;2022013000:00;eor
        853;2022013000:21;    1;   -999;    0.0;    0.0;   0;   146.39;2022013001:00;eor
        853;2022013001:21;    1;   -999;    0.0;    0.0;   0;   142.38;2022013002:00;eor
        853;2022013002:21;    1;   -999;    0.0;    0.0;   0;   135.51;2022013003:00;eor
        853;2022013003:21;    1;   -999;    0.0;    0.0;   0;   127.02;2022013004:00;eor
        853;2022013004:21;    1;   -999;    0.0;    0.0;   0;   117.76;2022013005:00;eor
        853;2022013005:21;    1;   -999;    0.0;    0.0;   0;   108.29;2022013006:00;eor
        853;2022013006:21;    1;   -999;    0.0;    0.0;   0;    99.00;2022013007:00;eor
        853;2022013007:21;    1;   -999;    2.0;    2.0;   0;    90.25;2022013008:00;eor
        853;2022013008:21;    1;   -999;   10.0;   10.0;   0;    82.41;2022013009:00;eor
        853;2022013009:21;    1;   -999;   17.0;   17.0;   0;    75.91;2022013010:00;eor
        853;2022013010:21;    1;   -999;   28.0;   28.0;   0;    71.20;2022013011:00;eor
        853;2022013011:21;    1;   -999;   52.0;   56.0;   5;    68.71;2022013012:00;eor
        853;2022013012:21;    1;   -999;   50.0;   51.0;   2;    68.69;2022013013:00;eor
        853;2022013013:21;    1;   -999;   35.0;   35.0;   1;    71.17;2022013014:00;eor
        853;2022013014:21;    1;   -999;   21.0;   21.0;   0;    75.86;2022013015:00;eor
        853;2022013015:21;    1;   -999;    8.0;    8.0;   0;    82.34;2022013016:00;eor
        853;2022013016:21;    1;   -999;    2.0;    2.0;   0;    90.16;2022013017:00;eor
        853;2022013017:21;    1;   -999;    0.0;    0.0;   0;    98.90;2022013018:00;eor
        853;2022013018:21;    1;   -999;    0.0;    0.0;   0;   108.18;2022013019:00;eor
        853;2022013019:21;    1;   -999;    0.0;    0.0;   0;   117.63;2022013020:00;eor
        853;2022013020:21;    1;   -999;    0.0;    0.0;   0;   126.87;2022013021:00;eor
        853;2022013021:21;    1;   -999;    0.0;    0.0;   0;   135.33;2022013022:00;eor
        853;2022013022:21;    1;   -999;    0.0;    0.0;   0;   142.16;2022013023:00;eor
        853;2022013023:21;    1;   -999;    0.0;    0.0;   0;   146.13;2022013100:00;eor
        853;2022013100:21;    1;   -999;    0.0;    0.0;   0;   146.12;2022013101:00;eor
        853;2022013101:21;    1;   -999;    0.0;    0.0;   0;   142.13;2022013102:00;eor
        853;2022013102:21;    1;   -999;    0.0;    0.0;   0;   135.28;2022013103:00;eor
        853;2022013103:21;    1;   -999;    0.0;    0.0;   0;   126.80;2022013104:00;eor
        853;2022013104:21;    1;   -999;    0.0;    0.0;   0;   117.55;2022013105:00;eor
        853;2022013105:21;    1;   -999;    0.0;    0.0;   0;   108.08;2022013106:00;eor
        853;2022013106:21;    1;   -999;    0.0;    0.0;   0;    98.78;2022013107:00;eor
        853;2022013107:21;    1;   -999;    1.0;    1.0;   0;    90.02;2022013108:00;eor
        853;2022013108:21;    1;   -999;    7.0;    7.0;   0;    82.17;2022013109:00;eor
        853;2022013109:21;    1;   -999;   13.0;   13.0;   0;    75.66;2022013110:00;eor
        853;2022013110:21;    1;   -999;   30.0;   30.0;   0;    70.93;2022013111:00;eor
        853;2022013111:21;    1;   -999;   26.0;   26.0;   0;    68.43;2022013112:00;eor
        853;2022013112:21;    1;   -999;   21.0;   21.0;   0;    68.42;2022013113:00;eor
        853;2022013113:21;    1;   -999;   30.0;   30.0;   0;    70.90;2022013114:00;eor
